MedInc,HouseAge,AveRooms,target
4.8068,46.0,5.4638783269961975,3.697
4.2891,52.0,5.099730458221024,2.3
2.5446,13.0,4.118918918918919,0.938
4.2386,6.0,7.723076923076923,5.00001
4.0417,25.0,4.911931818181818,4.585
4.25,27.0,5.17825311942959,2.148
2.0221,25.0,4.728597449908925,0.604
5.1406,46.0,6.153846153846154,3.156
1.9044,18.0,3.879194630872483,1.543
6.6199,18.0,6.666201117318436,4.062
5.048,26.0,5.0,3.5
4.3317,30.0,6.06203007518797,1.733
3.5463,45.0,4.9798994974874375,1.308
5.777,23.0,6.552301255230126,3.159
3.2937,25.0,4.746153846153846,1.353
3.6429,26.0,5.836111111111111,1.597
3.7549,23.0,3.3681183237469186,2.75
2.2321,21.0,5.803191489361702,0.346
6.3258,16.0,6.412621359223301,3.9
5.3911,27.0,5.452586206896552,2.812
3.5912,52.0,4.657407407407407,2.849
4.8702,33.0,7.047297297297297,2.356
2.0347,20.0,6.64,0.689
3.37,52.0,3.8282828282828283,3.303
9.1415,5.0,7.2052980132450335,5.00001
2.625,8.0,23.88888888888889,1.875
1.3532,14.0,5.5597189695550355,0.958
4.0074,52.0,4.367965367965368,2.008
4.6,24.0,13.104166666666666,1.368
7.143,22.0,7.127717391304348,3.278
1.7841,34.0,5.171348314606742,0.675
1.1522,24.0,6.433155080213904,0.875
4.5766,34.0,4.2,1.858
7.5274,37.0,7.068535825545172,5.00001
5.8596,50.0,6.742627345844504,3.276
4.4107,22.0,5.350828729281768,2.235
3.087,19.0,5.956916099773243,0.882
3.7578,24.0,5.061538461538461,0.692
3.8542,5.0,3.8246187363834423,1.766
3.6171,22.0,4.072840790842872,3.183
2.1544,26.0,4.402409638554217,0.728
1.4583,15.0,4.023148148148148,0.842
4.8371,17.0,6.087053571428571,1.606
8.9955,39.0,6.976228209191759,5.00001
3.5313,48.0,5.419889502762431,1.479
4.2727,46.0,5.837349397590361,2.469
3.0777,23.0,4.941714285714285,2.638
1.7945,37.0,4.502623294858342,1.063
3.9323,5.0,6.017738359201774,1.301
4.0125,20.0,5.538226299694189,1.215
3.0513,15.0,4.756916996047431,1.481
3.2091,29.0,4.218905472636816,1.5
1.875,26.0,5.077702702702703,0.84
2.6146,43.0,5.634408602150538,0.813
1.7388,18.0,4.905376344086021,0.544
3.0781,7.0,5.4875,1.625
7.7464,28.0,7.282051282051282,4.746
2.4167,31.0,4.105263157894737,1.255
3.3529,14.0,5.2174688057041,0.826
1.4891,41.0,4.551851851851852,0.673
3.22,52.0,5.956639566395664,1.565
3.9848,27.0,5.011472275334608,4.097
2.6667,42.0,4.162241887905605,1.649
2.5544,8.0,2.996978851963746,1.625
4.9732,34.0,5.57277628032345,3.423
2.1792,18.0,4.559766763848397,0.552
4.3317,43.0,4.729903536977492,2.324
3.4183,29.0,7.146031746031746,1.041
1.8382,40.0,3.850152905198777,1.264
6.7587,18.0,8.470108695652174,3.885
8.3337,24.0,7.915,5.00001
6.4664,25.0,6.1923076923076925,2.715
3.0021,19.0,5.934803451581975,1.523
3.9417,33.0,6.194895591647332,1.798
4.7411,35.0,4.759643916913946,3.364
6.0176,36.0,5.808962264150943,3.527
3.369,25.0,4.610512129380054,1.344
2.293,49.0,5.365296803652968,1.063
4.15,19.0,6.180451127819549,1.575
5.6875,14.0,6.170871559633028,2.11
6.4044,25.0,7.11617312072893,3.331
6.1943,13.0,6.532467532467533,2.761
2.8372,26.0,5.955523672883787,1.234
2.9375,45.0,4.492331288343558,2.73
4.5391,14.0,6.016688061617458,1.809
8.2069,17.0,7.203571428571428,4.425
1.8625,32.0,3.399568034557235,0.902
4.4464,34.0,5.081585081585081,3.531
6.6354,41.0,6.3893280632411065,5.00001
4.2232,33.0,6.1896955503512885,3.637
3.3472,31.0,5.607142857142857,0.917
3.197,7.0,5.4851190476190474,3.671
3.32,40.0,4.548821548821548,2.929
2.6042,52.0,3.4216867469879517,2.25
3.625,52.0,5.074675324675325,4.409
5.27,26.0,5.721100917431193,2.094
3.3824,48.0,5.027548209366391,3.226
6.3373,12.0,6.59330985915493,3.397
2.7656,17.0,12.7421875,1.3
6.2064,29.0,5.780238500851789,3.349
2.6942,13.0,11.490861618798956,1.235
3.0382,23.0,4.019723865877712,1.836
3.9659,33.0,5.322314049586777,1.118
3.9522,26.0,5.32258064516129,1.246
2.5234,37.0,4.101167315175097,0.635
3.0375,21.0,4.972270363951473,1.976
2.1719,27.0,3.8298755186721993,1.315
1.0,45.0,4.0,0.906
2.0893,46.0,4.381818181818182,0.965
5.097,33.0,5.664179104477612,1.886
8.1888,37.0,7.235138705416116,5.00001
2.2679,12.0,4.730769230769231,0.614
4.9643,11.0,12.1,1.76
3.2857,37.0,5.12,1.536
1.9417,20.0,4.950207468879668,0.388
5.5,17.0,7.066037735849057,2.22
7.3843,27.0,7.3839150227617605,4.05
4.6277,21.0,3.983092638252906,2.283
2.9219,28.0,4.15347721822542,2.413
1.7829,45.0,4.7,0.526
3.4138,14.0,6.01203007518797,1.267
4.2137,13.0,5.1537242472266245,1.517
2.4932,35.0,3.7172312223858617,1.677
4.9271,21.0,5.1117117117117115,2.097
3.6181,21.0,5.076115485564304,2.138
5.8325,18.0,6.351875808538163,3.088
3.6523,19.0,5.794819359236537,1.585
6.2308,2.0,8.801007556675064,2.579
3.1563,37.0,5.109965635738831,1.862
2.5104,36.0,3.9323308270676693,1.85
3.3438,52.0,4.663461538461538,2.013
1.7929,37.0,3.1008902077151337,0.972
4.445,52.0,5.534591194968553,4.0
3.3558,27.0,5.461103253182461,1.297
2.7201,52.0,4.939338235294118,2.057
1.6719,41.0,3.908011869436202,0.641
2.7437,18.0,5.535776614310646,1.202
2.07,30.0,3.1324161650902838,1.545
2.2,28.0,3.719360568383659,1.277
4.0167,18.0,5.030651340996169,1.896
4.0194,28.0,5.05503144654088,1.974
4.7208,19.0,4.719798657718121,1.735
2.5417,43.0,4.6594827586206895,2.609
2.9301,33.0,5.472154963680388,0.683
5.2442,26.0,6.367441860465116,2.132
2.2905,11.0,4.621589561091341,0.942
4.1528,35.0,4.997167138810198,1.139
4.89,52.0,6.060679611650485,5.00001
5.0808,24.0,5.008264462809917,2.125
4.2414,52.0,5.68956043956044,2.848
3.875,27.0,5.328455284552845,3.661
3.1395,27.0,4.643086816720257,3.1
1.89,49.0,5.221476510067114,1.24
3.7143,39.0,4.994186046511628,1.582
3.5938,36.0,5.74384236453202,1.221
5.1585,18.0,6.48015873015873,1.508
3.7143,35.0,5.205882352941177,1.787
3.6429,52.0,5.157894736842105,2.3
1.4091,38.0,5.7,0.844
3.025,35.0,4.446511627906977,1.406
4.199,52.0,3.649214659685864,4.0
7.0796,45.0,5.759013282732448,5.00001
8.1548,52.0,7.868421052631579,5.00001
5.1664,37.0,4.619047619047619,3.267
3.1106,31.0,5.3881856540084385,1.477
4.9968,35.0,6.1562115621156215,2.95
5.5954,27.0,6.401084010840108,2.614
2.6736,52.0,4.0,1.913
1.4727,33.0,5.0773809523809526,0.53
1.998,27.0,21.80565371024735,1.535
3.5078,24.0,3.5960591133004924,3.625
4.3309,28.0,6.820855614973262,1.252
3.2442,32.0,6.167630057803469,2.68
5.9547,18.0,6.5473251028806585,3.293
1.6667,30.0,5.265217391304348,0.447
1.976,15.0,5.190851735015773,0.673
2.2222,34.0,4.935064935064935,0.75
1.808,52.0,4.7808564231738035,1.055
5.3889,33.0,6.078880407124682,2.349
5.0962,17.0,6.063551401869159,2.38
2.3155,14.0,4.29014598540146,1.023
2.9803,45.0,4.647577092511013,1.659
9.8074,16.0,8.789823008849558,4.17
6.6369,4.0,5.428571428571429,1.926
2.5164,36.0,4.181297709923665,1.142
7.5196,31.0,7.358600583090379,3.809
2.5234,40.0,5.245098039215686,0.628
4.7062,27.0,5.8694444444444445,3.57
4.0603,21.0,4.5809935205183585,1.176
4.071,2.0,6.28139534883721,1.374
3.7361,48.0,5.754617414248021,3.202
3.4013,52.0,4.613157894736842,1.833
2.8438,32.0,3.851985559566787,1.817
5.1165,40.0,5.747368421052632,1.842
1.9886,17.0,3.4219269102990033,1.192
2.7058,28.0,3.3763085399449038,3.109
1.9152,44.0,2.7183811129848228,1.156
2.3454,33.0,2.8876404494382024,2.438
3.9792,3.0,7.2354485776805255,1.221
1.1742,25.0,3.4881266490765173,0.75
4.7813,5.0,5.703994760969221,2.409
2.7139,30.0,4.099870298313878,2.317
2.0673,37.0,4.083018867924529,0.885
4.2935,18.0,4.456544502617801,1.9
4.6727,5.0,5.395330739299611,1.589
2.1289,52.0,3.021172638436482,2.5
0.9817,32.0,3.227146814404432,1.663
2.8828,26.0,5.290617848970252,2.047
3.3272,35.0,5.073170731707317,0.656
2.6333,33.0,3.743529411764706,1.4
7.4559,34.0,7.418060200668896,4.565
3.9167,52.0,5.376146788990826,2.356
1.9423,29.0,4.689458689458689,0.697
4.3958,9.0,6.645631067961165,1.248
3.9583,35.0,5.3828125,2.06
8.4262,14.0,8.288235294117648,4.592
3.8929,34.0,4.441037735849057,1.875
5.4513,33.0,7.080213903743315,1.433
2.6719,23.0,5.159754224270353,1.936
3.7585,19.0,5.112877583465819,1.445
4.3333,35.0,6.00709219858156,2.393
5.1228,17.0,5.189822294022617,2.376
1.9832,26.0,4.92814371257485,1.221
4.0536,36.0,6.597701149425287,1.89
5.373,36.0,5.375886524822695,2.445
2.3566,15.0,5.665775401069519,0.804
1.5292,36.0,4.667519181585678,0.557
2.8553,52.0,4.664652567975831,3.607
2.625,43.0,3.5346820809248554,1.633
1.8047,41.0,3.8588235294117648,1.018
4.3424,43.0,5.261780104712042,1.625
4.25,28.0,5.653295128939828,2.791
4.6437,21.0,7.507645259938838,1.917
3.1979,43.0,3.79155672823219,4.667
2.3674,20.0,2.7405541561712847,5.00001
5.3767,29.0,5.829032258064516,2.33
3.6071,43.0,5.342741935483871,2.89
2.0,30.0,2.7738825591586327,2.406
3.02,9.0,4.1268115942028984,1.589
3.1315,18.0,3.8207024029574863,1.375
1.2049,17.0,4.3375,0.44
3.1538,19.0,4.328260869565217,2.521
10.9052,23.0,8.464163822525597,5.00001
4.0631,9.0,5.677859391395593,0.882
4.275,36.0,5.576923076923077,1.853
2.4792,21.0,3.7529411764705882,0.6
2.52,37.0,4.251623376623376,2.778
1.7801,45.0,3.663484486873508,1.428
3.6875,19.0,4.979277364505845,1.897
3.7206,39.0,3.691891891891892,2.309
1.7981,41.0,3.2965879265091864,1.66
4.875,22.0,5.158986175115207,2.954
5.5073,6.0,4.749585406301824,2.638
2.9624,16.0,4.414079822616408,1.447
1.3,36.0,4.245762711864407,0.87
6.1008,37.0,7.157439446366782,2.862
5.2375,6.0,7.450549450549451,2.464
4.4882,15.0,6.573264781491003,1.44
2.599,44.0,4.287390029325513,3.622
3.8088,27.0,4.345394736842105,5.00001
2.6998,25.0,3.7767052767052767,2.161
2.7955,31.0,5.070063694267516,1.831
1.3569,32.0,4.603340292275574,0.431
1.4327,47.0,4.167420814479638,1.141
2.9167,25.0,3.5666251556662516,2.243
6.9909,36.0,6.169590643274854,3.453
8.5407,22.0,7.366847826086956,3.988
4.3269,40.0,5.534090909090909,1.941
3.725,34.0,5.492990654205608,2.78
3.6111,48.0,3.836206896551724,4.5
2.6094,20.0,6.802631578947368,1.391
3.25,39.0,4.503205128205129,3.55
1.3362,18.0,4.822299651567945,0.95
3.4327,35.0,5.883333333333334,1.003
3.0926,6.0,3.67351598173516,4.185
5.7794,35.0,5.4935543278084715,2.724
4.6587,36.0,5.002232142857143,1.619
9.3092,39.0,7.234285714285714,5.00001
2.8068,24.0,4.391203703703703,0.953
1.5531,15.0,4.02491103202847,0.931
5.1727,35.0,5.463414634146342,2.302
3.1496,34.0,4.348360655737705,1.919
3.725,35.0,4.114285714285714,3.1
3.9688,52.0,5.167173252279635,1.75
2.234,32.0,4.892271662763466,0.617
3.7143,52.0,4.859154929577465,2.6
5.4243,25.0,6.390845070422535,2.147
3.0833,34.0,5.764383561643836,0.884
2.3,37.0,4.2898550724637685,1.656
4.1656,24.0,4.687951807228916,3.647
2.9896,36.0,4.289393939393939,2.527
4.2654,8.0,5.936582501467997,1.376
5.2561,19.0,6.159645232815964,1.213
2.8024,16.0,3.5517241379310347,1.279
4.6042,20.0,5.106481481481482,2.564
5.5413,26.0,6.568421052631579,3.021
5.2039,24.0,5.693843594009984,3.013
3.0652,24.0,5.415322580645161,1.311
3.0677,37.0,4.439024390243903,1.677
5.4609,23.0,6.165837479270315,5.00001
2.375,42.0,4.927884615384615,1.41
4.1375,43.0,5.181208053691275,2.26
3.9024,13.0,5.759342301943199,1.224
3.8672,36.0,5.769565217391304,1.114
4.1375,43.0,5.070610687022901,2.871
7.1978,18.0,7.34393063583815,2.88
3.8125,30.0,4.7706766917293235,3.25
3.1382,21.0,4.907670454545454,0.916
2.7375,23.0,4.818318318318318,2.38
3.125,6.0,7.8,1.875
2.375,11.0,5.965116279069767,1.0
4.1,2.0,14.36,3.15
5.637,32.0,3.998073217726397,5.00001
3.0833,25.0,4.2729468599033815,2.327
3.5039,32.0,4.205630354957161,2.324
2.7031,36.0,4.512269938650307,1.758
2.5052,23.0,4.582697201017812,1.337
2.8971,37.0,4.077540106951871,1.861
3.5586,26.0,2.844141069397042,2.222
4.5357,25.0,6.013371537726838,1.884
3.0546,33.0,2.922576447625244,2.979
7.1673,14.0,5.506811989100817,3.407
3.3438,29.0,5.803347280334728,0.74
3.7798,27.0,4.76962457337884,2.584
3.2024,15.0,5.952286282306163,1.804
2.9,24.0,4.4019047619047615,1.852
5.0195,19.0,6.0234657039711195,2.002
5.6512,33.0,6.7643718949609655,3.14
2.7045,36.0,4.949367088607595,1.028
15.0001,52.0,8.78061224489796,5.00001
4.6111,39.0,6.38863287250384,2.403
4.8448,31.0,5.25497287522604,1.946
2.7545,24.0,3.5313351498637604,2.313
2.5568,44.0,4.57037037037037,1.111
5.0926,24.0,5.1210191082802545,3.905
1.8191,36.0,4.227665706051873,0.927
2.8167,45.0,3.978165938864629,1.14
4.6458,18.0,5.719266055045871,2.228
1.3882,47.0,4.394190871369295,0.538
3.6375,25.0,4.2387543252595155,2.625
1.3438,48.0,3.8484848484848486,1.031
8.4699,25.0,7.627684964200477,3.44
4.9135,52.0,6.67654986522911,3.681
1.7969,19.0,4.655367231638418,0.728
3.1053,12.0,3.9424460431654675,0.731
2.3812,35.0,6.2894736842105265,1.351
2.3594,30.0,5.03728813559322,0.723
1.0,34.0,4.878787878787879,1.875
3.1534,19.0,5.35251798561151,3.244
1.9311,17.0,4.231437598736177,1.381
3.1629,33.0,3.658,1.989
2.6354,43.0,4.071808510638298,1.281
2.8676,30.0,6.205882352941177,0.769
4.0388,17.0,4.877598152424942,1.204
3.3804,38.0,5.830097087378641,1.058
3.1932,17.0,3.7431781701444624,1.234
2.6147,11.0,6.26813880126183,1.077
3.8681,31.0,4.977777777777778,1.96
6.0142,16.0,6.890625,4.374
2.0109,15.0,7.124542124542124,0.543
3.9712,16.0,4.624539877300614,1.875
6.2177,16.0,6.3915094339622645,2.566
4.4477,4.0,5.752631578947368,1.748
2.1494,37.0,4.479923518164436,1.325
2.25,16.0,4.331113225499524,1.363
2.5139,30.0,4.324652777777778,2.795
3.9722,38.0,5.292878635907723,2.762
2.6951,44.0,3.9089615931721196,1.693
5.4449,16.0,6.504237288135593,1.185
2.3169,13.0,5.568286445012788,1.234
2.375,17.0,4.238095238095238,1.55
3.7721,25.0,4.008849557522124,3.375
2.5,23.0,4.902127659574468,0.963
4.0781,36.0,5.605263157894737,2.173
3.024,17.0,6.4734513274336285,1.009
2.2538,7.0,3.2222222222222223,1.625
1.5565,35.0,2.056890012642225,1.525
5.1271,36.0,6.026706231454006,4.583
3.2481,8.0,5.535031847133758,1.238
5.0162,27.0,4.8106060606060606,2.23
2.3214,48.0,4.367901234567901,1.394
2.5,42.0,5.151515151515151,0.73
3.6474,32.0,6.431707317073171,2.316
1.9271,28.0,2.753623188405797,1.364
3.5288,42.0,5.31960049937578,2.21
3.7167,43.0,5.418103448275862,1.089
2.6648,33.0,6.4541984732824424,1.646
5.375,16.0,4.76,2.157
1.6286,42.0,4.338422391857506,0.546
7.9217,4.0,5.106060606060606,2.962
2.5221,7.0,5.098591549295775,1.092
2.3333,52.0,3.8073701842546064,1.965
2.5568,35.0,3.9853372434017595,3.125
2.0114,36.0,4.398706896551724,0.993
2.9955,40.0,4.427835051546392,1.347
3.0817,20.0,5.437037037037037,1.188
4.6628,44.0,6.589905362776025,4.592
2.4524,41.0,5.340116279069767,0.704
3.0153,45.0,3.6077441077441077,2.2
3.3375,39.0,4.738831615120275,1.801
1.3348,21.0,4.176848874598071,2.25
3.2396,5.0,5.762973352033661,1.252
2.7138,8.0,6.931897150799166,0.225
4.3947,36.0,5.8713235294117645,1.97
2.0789,34.0,4.216374269005848,0.924
3.1736,16.0,5.705304518664047,1.118
4.7952,22.0,6.365973072215422,1.414
4.65,39.0,5.1576227390180875,2.243
5.0997,27.0,7.502608695652174,1.701
3.8681,29.0,5.818181818181818,1.886
5.1207,34.0,5.063938618925831,3.109
4.0556,49.0,4.968599033816425,2.826
3.0905,38.0,5.951648351648352,0.782
3.2679,30.0,3.9,1.375
4.875,15.0,6.720833333333333,1.693
7.1198,32.0,7.39906103286385,4.699
12.542,10.0,9.873315363881401,5.00001
3.2813,48.0,5.5,2.681
1.2206,20.0,3.9465408805031448,1.625
13.6623,15.0,8.329411764705883,5.00001
4.075,28.0,5.815831987075929,2.379
2.75,24.0,3.5291073738680465,2.397
8.2954,37.0,6.606606606606607,5.00001
2.3221,17.0,4.2465531224655315,1.388
2.7798,15.0,5.195219123505976,2.058
3.6765,42.0,4.3604651162790695,2.528
2.7174,26.0,5.171428571428572,1.375
2.1827,26.0,4.521428571428571,0.727
5.6945,36.0,6.191489361702128,1.542
2.8298,37.0,5.3497267759562845,0.712
4.3977,49.0,5.8047138047138045,3.536
3.0437,33.0,4.705996131528046,1.108
4.875,52.0,5.125181950509462,3.622
1.0951,40.0,4.139359698681733,0.658
2.625,16.0,8.333333333333334,1.375
1.4844,52.0,3.943661971830986,0.833
2.85,15.0,2.839517625231911,1.875
3.8125,15.0,5.460365853658536,1.703
2.6159,19.0,3.292091836734694,1.823
1.5479,31.0,4.14785373608903,0.82
2.9926,25.0,4.634490238611714,1.832
1.9375,16.0,5.303664921465969,0.731
5.0929,41.0,5.63265306122449,2.25
3.871,27.0,5.404301075268817,1.629
3.0179,28.0,4.310405643738977,1.988
2.8229,16.0,4.700389105058366,1.637
8.4355,3.0,7.0,4.676
3.2153,42.0,4.783382789317508,1.997
7.0177,17.0,6.405693950177936,2.676
2.4167,43.0,4.733333333333333,0.739
3.8304,35.0,5.647163120567376,1.759
4.3203,37.0,5.140625,1.592
2.3611,41.0,4.561001042752868,0.879
3.1563,36.0,4.594059405940594,1.764
3.1528,21.0,6.104838709677419,1.137
2.4,31.0,5.605442176870748,1.215
5.6885,17.0,6.909923664122138,2.682
3.0441,17.0,5.292328042328043,1.401
4.0781,43.0,5.051724137931035,2.894
1.0898,45.0,3.3276595744680852,0.934
5.9202,9.0,6.115131578947368,1.813
2.1903,34.0,2.6158357771260996,1.625
2.7262,34.0,5.570264765784114,1.188
3.1312,22.0,4.575320512820513,0.91
7.8532,8.0,6.961538461538462,4.228
2.7457,17.0,11.183266932270916,1.078
1.8564,37.0,3.814814814814815,1.875
3.2031,16.0,7.972375690607735,1.292
2.2974,32.0,4.898366606170599,0.845
2.1173,34.0,4.123232323232323,1.566
1.9779,49.0,4.971731448763251,1.142
1.5278,19.0,6.436123348017621,1.458
2.975,24.0,3.456730769230769,5.00001
2.6827,43.0,4.035294117647059,2.199
2.875,38.0,4.2133891213389125,1.448
1.3527,30.0,2.2475247524752477,0.6
4.2312,22.0,4.488027366020525,1.838
3.2852,39.0,4.909930715935335,1.962
4.6625,11.0,5.232666666666667,2.909
